#--- System ------------------------------------------------------------------------------
#Data from PyroScience Workbench V1.4.7.2305   www.pyroscience.com
#17951A
#--- Instrument --------------------------------------------------------------------------
#Device: FireSting-O2-4Ch_1 [A] FSO2-C4 SN:2411E5085967340C Firmware:4.11 Build:001
#--- Channel -----------------------------------------------------------------------------
#Channel [A Ch.1] - Oxygen Sensor - SA6-540-222 
#--- Settings & Calibration --------------------------------------------------------------
#Settings:	Duration	Intensity	Amp	Frequency (Hz)	Crc Enable	Write Lock	Autom. Flash Duration	Autom. Amp Level	Broadcast Interval (ms)	Broadcast Enabled Sensors	Broadcast Options	Analyte	Fiber Type	Fiber Length (mm)	Radio Temp	Temperature (∞C)	Opt. Temp. Chan.	Radio Pressure	Pressure (mbar)	Salinity (g/l)
#	16 ms	10% (A)	5M (200x)	4000	FALSE	FALSE	TRUE	TRUE	0	47	0	oxygen	1 mm	1000	External Temperature Sensor	20.000000	2	Internal Pressure Sensor	1013.000000	7.500000
#Calibration:	lastCal1	lastCal2	dphi 100% (∞)	dphi 0% (∞)	f	m	F(Hz)	tt(%/K)	kt(%/K)	Background Amplitude (mV)	Background dphi (∞)	mt(1/K)	Tofs(K)	Ksv (1/mbar)	Method	Air Pressure (mbar)	Temperature (∞C)	Humidity (%RH)	Temperature (∞C) at 0%	Partial Volume of Oxygen (%O2)
#	7/11/2024	12/31/2000	22.447468	54.000000	0.804000	0.122000	4000	-0.056000	0.969000	0.584349	0.000000	-0.000303	0.000000	0.000000	fixed f	1016.521973	21.827465	72.026001	20.000000	20.950000
#--- Temperature Compensation Channel ----------------------------------------------------
#Compensation Channel [A T1] - PT100 Temperature Sensor - Calibration offset = 0.00∞C
#Settings: n/a
#Calibration: n/a
#--- Pressure Compensation Channel -------------------------------------------------------
#Compensation Channel [A P1] - Internal Pressure Sensor
#Settings: n/a
#Calibration: n/a
#--- Measurement Data --------------------------------------------------------------------
Date [A Ch.1 Main]	Time [A Ch.1 Main]	 dt (s) [A Ch.1 Main]	Oxygen (%air sat.) [A Ch.1 Main]	dphi (∞) [A Ch.1 Main]	Signal Intensity (mV) [A Ch.1 Main]	Ambient Light (mV) [A Ch.1 Main]	Status [A Ch.1 Main]	Date [A Ch.1 CompT]	Time [A Ch.1 CompT]	 dt (s) [A Ch.1 CompT]	Sample Temp. (∞C) [A Ch.1 CompT]	Status [A Ch.1 CompT]	Date [A Ch.1 CompP]	Time [A Ch.1 CompP]	 dt (s) [A Ch.1 CompP]	Pressure (mbar) [A Ch.1 CompP]	Status [A Ch.1 CompP]
12-07-2024	09:27:05.013	795.232	86.176	24.049	60	0	OK	12-07-2024	09:27:05.013	795.232	23.696	OK	12-07-2024	09:27:05.013	795.232	1022	OK
12-07-2024	09:27:07.013	797.232	86.131	24.055	60	0	OK	12-07-2024	09:27:07.013	797.232	23.697	OK	12-07-2024	09:27:07.013	797.232	1022	OK
12-07-2024	09:27:09.013	799.232	86.204	24.045	60	0	OK	12-07-2024	09:27:09.013	799.232	23.698	OK	12-07-2024	09:27:09.013	799.232	1022	OK
12-07-2024	09:27:11.013	801.232	86.086	24.061	60	0	OK	12-07-2024	09:27:11.013	801.232	23.697	OK	12-07-2024	09:27:11.013	801.232	1023	OK
12-07-2024	09:27:13.011	803.231	86.079	24.062	60	0	OK	12-07-2024	09:27:13.011	803.231	23.693	OK	12-07-2024	09:27:13.011	803.231	1023	OK
12-07-2024	09:27:15.013	805.232	86.015	24.071	60	0	OK	12-07-2024	09:27:15.013	805.232	23.694	OK	12-07-2024	09:27:15.013	805.232	1023	OK
12-07-2024	09:27:17.013	807.232	86.085	24.061	60	0	OK	12-07-2024	09:27:17.013	807.232	23.696	OK	12-07-2024	09:27:17.013	807.232	1023	OK
12-07-2024	09:27:19.015	809.234	86.109	24.058	60	0	OK	12-07-2024	09:27:19.015	809.234	23.696	OK	12-07-2024	09:27:19.015	809.234	1022	OK
12-07-2024	09:27:21.014	811.233	86.059	24.065	60	0	OK	12-07-2024	09:27:21.014	811.233	23.696	OK	12-07-2024	09:27:21.014	811.233	1022	OK
12-07-2024	09:27:23.017	813.236	86.024	24.070	60	0	OK	12-07-2024	09:27:23.017	813.236	23.698	OK	12-07-2024	09:27:23.017	813.236	1022	OK
12-07-2024	09:27:25.015	815.234	86.135	24.054	60	0	OK	12-07-2024	09:27:25.015	815.234	23.699	OK	12-07-2024	09:27:25.015	815.234	1023	OK
12-07-2024	09:27:27.019	817.238	86.042	24.067	60	0	OK	12-07-2024	09:27:27.019	817.238	23.700	OK	12-07-2024	09:27:27.019	817.238	1022	OK
12-07-2024	09:27:29.017	819.236	85.931	24.082	60	0	OK	12-07-2024	09:27:29.017	819.236	23.697	OK	12-07-2024	09:27:29.017	819.236	1023	OK
12-07-2024	09:27:31.016	821.235	86.042	24.067	60	0	OK	12-07-2024	09:27:31.016	821.235	23.698	OK	12-07-2024	09:27:31.016	821.235	1023	OK
12-07-2024	09:27:33.017	823.236	86.019	24.070	60	0	OK	12-07-2024	09:27:33.017	823.236	23.700	OK	12-07-2024	09:27:33.017	823.236	1023	OK
12-07-2024	09:27:35.017	825.236	86.057	24.065	60	0	OK	12-07-2024	09:27:35.017	825.236	23.697	OK	12-07-2024	09:27:35.017	825.236	1023	OK
12-07-2024	09:27:37.018	827.237	85.992	24.075	60	0	OK	12-07-2024	09:27:37.018	827.237	23.698	OK	12-07-2024	09:27:37.018	827.237	1022	OK
12-07-2024	09:27:39.017	829.236	85.938	24.081	60	0	OK	12-07-2024	09:27:39.017	829.236	23.700	OK	12-07-2024	09:27:39.017	829.236	1023	OK
12-07-2024	09:27:41.016	831.235	85.969	24.077	60	0	OK	12-07-2024	09:27:41.016	831.235	23.702	OK	12-07-2024	09:27:41.016	831.235	1022	OK
12-07-2024	09:27:43.017	833.236	85.942	24.081	60	0	OK	12-07-2024	09:27:43.017	833.236	23.704	OK	12-07-2024	09:27:43.017	833.236	1022	OK
12-07-2024	09:27:45.015	835.234	85.817	24.098	60	0	OK	12-07-2024	09:27:45.015	835.234	23.707	OK	12-07-2024	09:27:45.015	835.234	1022	OK
12-07-2024	09:27:47.015	837.234	86.021	24.069	60	0	OK	12-07-2024	09:27:47.015	837.234	23.709	OK	12-07-2024	09:27:47.015	837.234	1022	OK
12-07-2024	09:27:49.015	839.234	85.907	24.085	60	0	OK	12-07-2024	09:27:49.015	839.234	23.713	OK	12-07-2024	09:27:49.015	839.234	1022	OK
12-07-2024	09:27:51.016	841.235	85.922	24.082	60	0	OK	12-07-2024	09:27:51.016	841.235	23.714	OK	12-07-2024	09:27:51.016	841.235	1023	OK
12-07-2024	09:27:53.017	843.237	86.005	24.071	60	0	OK	12-07-2024	09:27:53.017	843.237	23.716	OK	12-07-2024	09:27:53.017	843.237	1022	OK
12-07-2024	09:27:55.019	845.238	85.890	24.086	60	0	OK	12-07-2024	09:27:55.019	845.238	23.717	OK	12-07-2024	09:27:55.019	845.238	1023	OK
12-07-2024	09:27:57.021	847.240	85.915	24.083	60	0	OK	12-07-2024	09:27:57.021	847.240	23.719	OK	12-07-2024	09:27:57.021	847.240	1022	OK
12-07-2024	09:27:59.022	849.241	85.846	24.092	60	0	OK	12-07-2024	09:27:59.022	849.241	23.719	OK	12-07-2024	09:27:59.022	849.241	1023	OK
12-07-2024	09:28:01.023	851.242	85.808	24.098	60	0	OK	12-07-2024	09:28:01.023	851.242	23.718	OK	12-07-2024	09:28:01.023	851.242	1022	OK
12-07-2024	09:28:03.023	853.242	85.844	24.093	60	0	OK	12-07-2024	09:28:03.023	853.242	23.715	OK	12-07-2024	09:28:03.023	853.242	1023	OK
12-07-2024	09:28:05.022	855.241	85.899	24.085	60	0	OK	12-07-2024	09:28:05.022	855.241	23.717	OK	12-07-2024	09:28:05.022	855.241	1023	OK
12-07-2024	09:28:07.024	857.243	85.762	24.105	60	0	OK	12-07-2024	09:28:07.024	857.243	23.712	OK	12-07-2024	09:28:07.024	857.243	1022	OK
12-07-2024	09:28:09.025	859.244	85.871	24.090	60	0	OK	12-07-2024	09:28:09.025	859.244	23.713	OK	12-07-2024	09:28:09.025	859.244	1022	OK
12-07-2024	09:28:11.025	861.244	85.797	24.100	60	0	OK	12-07-2024	09:28:11.025	861.244	23.711	OK	12-07-2024	09:28:11.025	861.244	1023	OK
12-07-2024	09:28:13.028	863.247	85.661	24.119	60	0	OK	12-07-2024	09:28:13.028	863.247	23.708	OK	12-07-2024	09:28:13.028	863.247	1023	OK
12-07-2024	09:28:15.028	865.247	85.693	24.115	60	0	OK	12-07-2024	09:28:15.028	865.247	23.705	OK	12-07-2024	09:28:15.028	865.247	1023	OK
12-07-2024	09:28:17.029	867.249	85.825	24.096	60	0	OK	12-07-2024	09:28:17.029	867.249	23.708	OK	12-07-2024	09:28:17.029	867.249	1023	OK
12-07-2024	09:28:19.030	869.249	85.781	24.103	60	0	OK	12-07-2024	09:28:19.030	869.249	23.703	OK	12-07-2024	09:28:19.030	869.249	1023	OK
12-07-2024	09:28:21.029	871.248	85.707	24.114	60	0	OK	12-07-2024	09:28:21.029	871.248	23.700	OK	12-07-2024	09:28:21.029	871.248	1022	OK
12-07-2024	09:28:23.030	873.249	85.637	24.124	60	0	OK	12-07-2024	09:28:23.030	873.249	23.700	OK	12-07-2024	09:28:23.030	873.249	1022	OK
12-07-2024	09:28:25.031	875.250	85.744	24.109	60	0	OK	12-07-2024	09:28:25.031	875.250	23.700	OK	12-07-2024	09:28:25.031	875.250	1022	OK
12-07-2024	09:28:27.031	877.250	85.712	24.113	60	0	OK	12-07-2024	09:28:27.031	877.250	23.699	OK	12-07-2024	09:28:27.031	877.250	1023	OK
12-07-2024	09:28:29.034	879.253	85.729	24.111	60	0	OK	12-07-2024	09:28:29.034	879.253	23.698	OK	12-07-2024	09:28:29.034	879.253	1022	OK
12-07-2024	09:28:31.034	881.253	85.689	24.117	60	0	OK	12-07-2024	09:28:31.034	881.253	23.698	OK	12-07-2024	09:28:31.034	881.253	1022	OK
12-07-2024	09:28:33.034	883.253	85.726	24.112	60	0	OK	12-07-2024	09:28:33.034	883.253	23.700	OK	12-07-2024	09:28:33.034	883.253	1022	OK
12-07-2024	09:28:35.033	885.252	85.663	24.120	60	0	OK	12-07-2024	09:28:35.033	885.252	23.701	OK	12-07-2024	09:28:35.033	885.252	1022	OK
12-07-2024	09:28:37.033	887.252	85.821	24.098	60	0	OK	12-07-2024	09:28:37.033	887.252	23.701	OK	12-07-2024	09:28:37.033	887.252	1022	OK
12-07-2024	09:28:39.032	889.251	85.653	24.121	60	0	OK	12-07-2024	09:28:39.032	889.251	23.702	OK	12-07-2024	09:28:39.032	889.251	1023	OK
12-07-2024	09:28:41.034	891.253	85.651	24.122	60	0	OK	12-07-2024	09:28:41.034	891.253	23.703	OK	12-07-2024	09:28:41.034	891.253	1022	OK
12-07-2024	09:28:43.033	893.253	85.773	24.105	60	0	OK	12-07-2024	09:28:43.033	893.253	23.701	OK	12-07-2024	09:28:43.033	893.253	1022	OK
12-07-2024	09:28:45.035	895.254	85.565	24.134	60	0	OK	12-07-2024	09:28:45.035	895.254	23.699	OK	12-07-2024	09:28:45.035	895.254	1022	OK
12-07-2024	09:28:47.034	897.253	85.635	24.124	60	0	OK	12-07-2024	09:28:47.034	897.253	23.698	OK	12-07-2024	09:28:47.034	897.253	1023	OK
12-07-2024	09:28:49.036	899.255	85.631	24.125	60	0	OK	12-07-2024	09:28:49.036	899.255	23.697	OK	12-07-2024	09:28:49.036	899.255	1022	OK
12-07-2024	09:28:51.037	901.256	85.619	24.126	60	0	OK	12-07-2024	09:28:51.037	901.256	23.698	OK	12-07-2024	09:28:51.037	901.256	1023	OK
12-07-2024	09:28:53.039	903.259	85.527	24.139	60	0	OK	12-07-2024	09:28:53.039	903.259	23.696	OK	12-07-2024	09:28:53.039	903.259	1023	OK
12-07-2024	09:28:55.039	905.258	85.572	24.134	60	0	OK	12-07-2024	09:28:55.039	905.258	23.693	OK	12-07-2024	09:28:55.039	905.258	1022	OK
12-07-2024	09:28:57.044	907.263	85.604	24.129	60	0	OK	12-07-2024	09:28:57.044	907.263	23.693	OK	12-07-2024	09:28:57.044	907.263	1022	OK
12-07-2024	09:28:59.041	909.260	85.562	24.135	60	0	OK	12-07-2024	09:28:59.041	909.260	23.691	OK	12-07-2024	09:28:59.041	909.260	1022	OK
12-07-2024	09:29:01.041	911.260	85.532	24.139	60	0	OK	12-07-2024	09:29:01.041	911.260	23.693	OK	12-07-2024	09:29:01.041	911.260	1022	OK
12-07-2024	09:29:03.041	913.260	85.494	24.145	60	0	OK	12-07-2024	09:29:03.041	913.260	23.692	OK	12-07-2024	09:29:03.041	913.260	1022	OK
12-07-2024	09:29:05.042	915.261	85.496	24.144	60	0	OK	12-07-2024	09:29:05.042	915.261	23.693	OK	12-07-2024	09:29:05.042	915.261	1022	OK
12-07-2024	09:29:07.045	917.264	85.570	24.134	60	0	OK	12-07-2024	09:29:07.045	917.264	23.693	OK	12-07-2024	09:29:07.045	917.264	1022	OK
12-07-2024	09:29:09.047	919.266	85.486	24.146	60	0	OK	12-07-2024	09:29:09.047	919.266	23.691	OK	12-07-2024	09:29:09.047	919.266	1022	OK
12-07-2024	09:29:11.047	921.266	85.519	24.141	60	0	OK	12-07-2024	09:29:11.047	921.266	23.692	OK	12-07-2024	09:29:11.047	921.266	1022	OK
12-07-2024	09:29:13.047	923.267	85.480	24.146	60	0	OK	12-07-2024	09:29:13.047	923.267	23.690	OK	12-07-2024	09:29:13.047	923.267	1023	OK
12-07-2024	09:29:15.050	925.269	85.444	24.153	60	0	OK	12-07-2024	09:29:15.050	925.269	23.686	OK	12-07-2024	09:29:15.050	925.269	1022	OK
12-07-2024	09:29:17.047	927.266	85.531	24.140	60	0	OK	12-07-2024	09:29:17.047	927.266	23.687	OK	12-07-2024	09:29:17.047	927.266	1022	OK
12-07-2024	09:29:19.051	929.270	85.447	24.152	60	0	OK	12-07-2024	09:29:19.051	929.270	23.687	OK	12-07-2024	09:29:19.051	929.270	1022	OK
12-07-2024	09:29:21.051	931.270	85.462	24.150	60	0	OK	12-07-2024	09:29:21.051	931.270	23.688	OK	12-07-2024	09:29:21.051	931.270	1022	OK
12-07-2024	09:29:23.052	933.271	85.518	24.141	60	0	OK	12-07-2024	09:29:23.052	933.271	23.687	OK	12-07-2024	09:29:23.052	933.271	1023	OK
12-07-2024	09:29:25.053	935.272	85.401	24.158	60	0	OK	12-07-2024	09:29:25.053	935.272	23.686	OK	12-07-2024	09:29:25.053	935.272	1022	OK
12-07-2024	09:29:27.053	937.272	85.495	24.145	60	0	OK	12-07-2024	09:29:27.053	937.272	23.685	OK	12-07-2024	09:29:27.053	937.272	1022	OK
12-07-2024	09:29:29.052	939.271	85.444	24.152	60	0	OK	12-07-2024	09:29:29.052	939.271	23.684	OK	12-07-2024	09:29:29.052	939.271	1023	OK
12-07-2024	09:29:31.054	941.273	85.456	24.151	60	0	OK	12-07-2024	09:29:31.054	941.273	23.683	OK	12-07-2024	09:29:31.054	941.273	1022	OK
12-07-2024	09:29:33.055	943.274	85.450	24.151	60	0	OK	12-07-2024	09:29:33.055	943.274	23.686	OK	12-07-2024	09:29:33.055	943.274	1023	OK
12-07-2024	09:29:35.054	945.273	85.421	24.155	60	0	OK	12-07-2024	09:29:35.054	945.273	23.691	OK	12-07-2024	09:29:35.054	945.273	1022	OK
12-07-2024	09:29:37.053	947.272	85.281	24.175	60	0	OK	12-07-2024	09:29:37.053	947.272	23.687	OK	12-07-2024	09:29:37.053	947.272	1022	OK
12-07-2024	09:29:39.056	949.276	85.438	24.153	60	0	OK	12-07-2024	09:29:39.056	949.276	23.684	OK	12-07-2024	09:29:39.056	949.276	1022	OK
12-07-2024	09:29:41.056	951.275	85.430	24.154	60	0	OK	12-07-2024	09:29:41.056	951.275	23.685	OK	12-07-2024	09:29:41.056	951.275	1023	OK
12-07-2024	09:29:43.057	953.276	85.438	24.153	60	0	OK	12-07-2024	09:29:43.057	953.276	23.685	OK	12-07-2024	09:29:43.057	953.276	1022	OK
12-07-2024	09:29:45.057	955.277	85.347	24.166	60	0	OK	12-07-2024	09:29:45.057	955.277	23.685	OK	12-07-2024	09:29:45.057	955.277	1022	OK
12-07-2024	09:29:47.055	957.274	85.460	24.149	60	0	OK	12-07-2024	09:29:47.055	957.274	23.687	OK	12-07-2024	09:29:47.055	957.274	1023	OK
12-07-2024	09:29:49.057	959.276	85.304	24.172	60	0	OK	12-07-2024	09:29:49.057	959.276	23.682	OK	12-07-2024	09:29:49.057	959.276	1023	OK
12-07-2024	09:29:51.057	961.276	85.364	24.164	60	0	OK	12-07-2024	09:29:51.057	961.276	23.683	OK	12-07-2024	09:29:51.057	961.276	1022	OK
12-07-2024	09:29:53.059	963.278	85.326	24.169	60	0	OK	12-07-2024	09:29:53.059	963.278	23.685	OK	12-07-2024	09:29:53.059	963.278	1022	OK
12-07-2024	09:29:55.057	965.276	85.281	24.176	60	0	OK	12-07-2024	09:29:55.057	965.276	23.683	OK	12-07-2024	09:29:55.057	965.276	1022	OK
12-07-2024	09:29:57.057	967.276	85.248	24.181	60	0	OK	12-07-2024	09:29:57.057	967.276	23.681	OK	12-07-2024	09:29:57.057	967.276	1022	OK
12-07-2024	09:29:59.059	969.278	85.353	24.165	60	0	OK	12-07-2024	09:29:59.059	969.278	23.682	OK	12-07-2024	09:29:59.059	969.278	1023	OK
12-07-2024	09:30:01.057	971.277	85.243	24.181	60	0	OK	12-07-2024	09:30:01.057	971.277	23.685	OK	12-07-2024	09:30:01.057	971.277	1022	OK
12-07-2024	09:30:03.059	973.278	85.213	24.185	60	0	OK	12-07-2024	09:30:03.059	973.278	23.683	OK	12-07-2024	09:30:03.059	973.278	1022	OK
12-07-2024	09:30:05.058	975.277	85.282	24.175	60	0	OK	12-07-2024	09:30:05.058	975.277	23.683	OK	12-07-2024	09:30:05.058	975.277	1023	OK
12-07-2024	09:30:07.059	977.279	85.261	24.179	60	0	OK	12-07-2024	09:30:07.059	977.279	23.684	OK	12-07-2024	09:30:07.059	977.279	1022	OK
12-07-2024	09:30:09.059	979.279	85.273	24.177	60	0	OK	12-07-2024	09:30:09.059	979.279	23.681	OK	12-07-2024	09:30:09.059	979.279	1022	OK
12-07-2024	09:30:11.057	981.276	85.269	24.177	60	0	OK	12-07-2024	09:30:11.057	981.276	23.685	OK	12-07-2024	09:30:11.057	981.276	1022	OK
12-07-2024	09:30:13.060	983.279	85.365	24.164	60	0	OK	12-07-2024	09:30:13.060	983.279	23.685	OK	12-07-2024	09:30:13.060	983.279	1022	OK
12-07-2024	09:30:15.060	985.279	85.208	24.186	60	0	OK	12-07-2024	09:30:15.060	985.279	23.685	OK	12-07-2024	09:30:15.060	985.279	1022	OK
12-07-2024	09:30:17.063	987.282	85.183	24.189	60	0	OK	12-07-2024	09:30:17.063	987.282	23.686	OK	12-07-2024	09:30:17.063	987.282	1022	OK
12-07-2024	09:30:19.064	989.283	85.121	24.198	60	0	OK	12-07-2024	09:30:19.064	989.283	23.687	OK	12-07-2024	09:30:19.064	989.283	1022	OK
12-07-2024	09:30:21.064	991.283	85.295	24.173	60	0	OK	12-07-2024	09:30:21.064	991.283	23.688	OK	12-07-2024	09:30:21.064	991.283	1022	OK
12-07-2024	09:30:23.064	993.283	85.095	24.201	60	0	OK	12-07-2024	09:30:23.064	993.283	23.689	OK	12-07-2024	09:30:23.064	993.283	1022	OK
12-07-2024	09:30:25.068	995.287	85.133	24.195	60	0	OK	12-07-2024	09:30:25.068	995.287	23.692	OK	12-07-2024	09:30:25.068	995.287	1023	OK
12-07-2024	09:30:27.066	997.285	85.175	24.190	60	0	OK	12-07-2024	09:30:27.066	997.285	23.688	OK	12-07-2024	09:30:27.066	997.285	1022	OK
12-07-2024	09:30:29.067	999.286	85.198	24.187	60	0	OK	12-07-2024	09:30:29.067	999.286	23.690	OK	12-07-2024	09:30:29.067	999.286	1022	OK
12-07-2024	09:30:31.066	1001.285	85.172	24.190	60	0	OK	12-07-2024	09:30:31.066	1001.285	23.693	OK	12-07-2024	09:30:31.066	1001.285	1022	OK
12-07-2024	09:30:33.068	1003.288	85.233	24.182	60	0	OK	12-07-2024	09:30:33.068	1003.288	23.691	OK	12-07-2024	09:30:33.068	1003.288	1022	OK
12-07-2024	09:30:35.068	1005.287	85.079	24.203	60	0	OK	12-07-2024	09:30:35.068	1005.287	23.691	OK	12-07-2024	09:30:35.068	1005.287	1022	OK
12-07-2024	09:30:37.067	1007.286	85.164	24.191	60	0	OK	12-07-2024	09:30:37.067	1007.286	23.693	OK	12-07-2024	09:30:37.067	1007.286	1022	OK
12-07-2024	09:30:39.069	1009.289	85.150	24.193	60	0	OK	12-07-2024	09:30:39.069	1009.289	23.691	OK	12-07-2024	09:30:39.069	1009.289	1022	OK
12-07-2024	09:30:41.067	1011.286	85.175	24.190	60	0	OK	12-07-2024	09:30:41.067	1011.286	23.690	OK	12-07-2024	09:30:41.067	1011.286	1022	OK
12-07-2024	09:30:43.071	1013.290	85.148	24.194	60	0	OK	12-07-2024	09:30:43.071	1013.290	23.689	OK	12-07-2024	09:30:43.071	1013.290	1022	OK
12-07-2024	09:30:45.071	1015.290	85.141	24.195	60	0	OK	12-07-2024	09:30:45.071	1015.290	23.687	OK	12-07-2024	09:30:45.071	1015.290	1022	OK
12-07-2024	09:30:47.070	1017.289	85.032	24.210	60	0	OK	12-07-2024	09:30:47.070	1017.289	23.689	OK	12-07-2024	09:30:47.070	1017.289	1022	OK
12-07-2024	09:30:49.073	1019.292	84.954	24.221	60	0	OK	12-07-2024	09:30:49.073	1019.292	23.691	OK	12-07-2024	09:30:49.073	1019.292	1022	OK
12-07-2024	09:30:51.076	1021.295	84.994	24.216	60	0	OK	12-07-2024	09:30:51.076	1021.295	23.685	OK	12-07-2024	09:30:51.076	1021.295	1022	OK
12-07-2024	09:30:53.076	1023.295	85.026	24.211	60	0	OK	12-07-2024	09:30:53.076	1023.295	23.682	OK	12-07-2024	09:30:53.076	1023.295	1023	OK
12-07-2024	09:30:55.074	1025.293	85.131	24.197	60	0	OK	12-07-2024	09:30:55.074	1025.293	23.684	OK	12-07-2024	09:30:55.074	1025.293	1022	OK
12-07-2024	09:30:57.077	1027.296	85.084	24.204	60	0	OK	12-07-2024	09:30:57.077	1027.296	23.681	OK	12-07-2024	09:30:57.077	1027.296	1022	OK
12-07-2024	09:30:59.077	1029.296	84.991	24.217	60	0	OK	12-07-2024	09:30:59.077	1029.296	23.679	OK	12-07-2024	09:30:59.077	1029.296	1022	OK
12-07-2024	09:31:01.079	1031.298	84.940	24.225	60	0	OK	12-07-2024	09:31:01.079	1031.298	23.677	OK	12-07-2024	09:31:01.079	1031.298	1022	OK
12-07-2024	09:31:03.079	1033.299	84.997	24.216	60	0	OK	12-07-2024	09:31:03.079	1033.299	23.680	OK	12-07-2024	09:31:03.079	1033.299	1022	OK
12-07-2024	09:31:05.082	1035.301	84.920	24.227	60	0	OK	12-07-2024	09:31:05.082	1035.301	23.679	OK	12-07-2024	09:31:05.082	1035.301	1022	OK
12-07-2024	09:31:07.081	1037.300	84.925	24.227	60	0	OK	12-07-2024	09:31:07.081	1037.300	23.672	OK	12-07-2024	09:31:07.081	1037.300	1022	OK
12-07-2024	09:31:09.080	1039.299	84.912	24.228	60	0	OK	12-07-2024	09:31:09.080	1039.299	23.678	OK	12-07-2024	09:31:09.080	1039.299	1022	OK
12-07-2024	09:31:11.081	1041.300	84.975	24.219	60	0	OK	12-07-2024	09:31:11.081	1041.300	23.676	OK	12-07-2024	09:31:11.081	1041.300	1022	OK
12-07-2024	09:31:13.080	1043.299	84.925	24.227	60	0	OK	12-07-2024	09:31:13.080	1043.299	23.672	OK	12-07-2024	09:31:13.080	1043.299	1022	OK
12-07-2024	09:31:15.083	1045.302	85.019	24.214	60	0	OK	12-07-2024	09:31:15.083	1045.302	23.672	OK	12-07-2024	09:31:15.083	1045.302	1022	OK
12-07-2024	09:31:17.082	1047.301	84.959	24.222	60	0	OK	12-07-2024	09:31:17.082	1047.301	23.675	OK	12-07-2024	09:31:17.082	1047.301	1022	OK
12-07-2024	09:31:19.084	1049.303	84.751	24.252	60	0	OK	12-07-2024	09:31:19.084	1049.303	23.676	OK	12-07-2024	09:31:19.084	1049.303	1022	OK
12-07-2024	09:31:21.085	1051.304	84.971	24.220	60	0	OK	12-07-2024	09:31:21.085	1051.304	23.677	OK	12-07-2024	09:31:21.085	1051.304	1022	OK
12-07-2024	09:31:23.083	1053.302	84.874	24.234	60	0	OK	12-07-2024	09:31:23.083	1053.302	23.673	OK	12-07-2024	09:31:23.083	1053.302	1022	OK
12-07-2024	09:31:25.084	1055.304	84.993	24.216	60	0	OK	12-07-2024	09:31:25.084	1055.304	23.675	OK	12-07-2024	09:31:25.084	1055.304	1023	OK
12-07-2024	09:31:27.086	1057.306	84.908	24.229	60	0	OK	12-07-2024	09:31:27.086	1057.306	23.678	OK	12-07-2024	09:31:27.086	1057.306	1022	OK
12-07-2024	09:31:29.090	1059.309	84.873	24.233	60	0	OK	12-07-2024	09:31:29.090	1059.309	23.678	OK	12-07-2024	09:31:29.090	1059.309	1023	OK
12-07-2024	09:31:31.089	1061.308	84.875	24.233	60	0	OK	12-07-2024	09:31:31.089	1061.308	23.681	OK	12-07-2024	09:31:31.089	1061.308	1022	OK
12-07-2024	09:31:33.090	1063.309	84.789	24.245	60	0	OK	12-07-2024	09:31:33.090	1063.309	23.681	OK	12-07-2024	09:31:33.090	1063.309	1022	OK
12-07-2024	09:31:35.089	1065.309	84.931	24.226	60	0	OK	12-07-2024	09:31:35.089	1065.309	23.674	OK	12-07-2024	09:31:35.089	1065.309	1022	OK
12-07-2024	09:31:37.090	1067.309	84.792	24.245	60	0	OK	12-07-2024	09:31:37.090	1067.309	23.677	OK	12-07-2024	09:31:37.090	1067.309	1022	OK
12-07-2024	09:31:39.091	1069.310	84.804	24.244	60	0	OK	12-07-2024	09:31:39.091	1069.310	23.680	OK	12-07-2024	09:31:39.091	1069.310	1022	OK
12-07-2024	09:31:41.090	1071.309	84.664	24.263	60	0	OK	12-07-2024	09:31:41.090	1071.309	23.683	OK	12-07-2024	09:31:41.090	1071.309	1022	OK
12-07-2024	09:31:43.090	1073.309	84.844	24.237	60	0	OK	12-07-2024	09:31:43.090	1073.309	23.684	OK	12-07-2024	09:31:43.090	1073.309	1022	OK
12-07-2024	09:31:45.091	1075.310	84.744	24.251	60	0	OK	12-07-2024	09:31:45.091	1075.310	23.688	OK	12-07-2024	09:31:45.091	1075.310	1022	OK
12-07-2024	09:31:47.091	1077.310	84.745	24.251	60	0	OK	12-07-2024	09:31:47.091	1077.310	23.688	OK	12-07-2024	09:31:47.091	1077.310	1022	OK
12-07-2024	09:31:49.094	1079.313	84.751	24.250	60	0	OK	12-07-2024	09:31:49.094	1079.313	23.689	OK	12-07-2024	09:31:49.094	1079.313	1022	OK
12-07-2024	09:31:51.095	1081.314	84.768	24.247	60	0	OK	12-07-2024	09:31:51.095	1081.314	23.695	OK	12-07-2024	09:31:51.095	1081.314	1022	OK
12-07-2024	09:31:53.096	1083.315	84.729	24.252	60	0	OK	12-07-2024	09:31:53.096	1083.315	23.698	OK	12-07-2024	09:31:53.096	1083.315	1022	OK
12-07-2024	09:31:55.097	1085.316	84.610	24.269	60	0	OK	12-07-2024	09:31:55.097	1085.316	23.698	OK	12-07-2024	09:31:55.097	1085.316	1022	OK
12-07-2024	09:31:57.097	1087.316	84.749	24.249	60	0	OK	12-07-2024	09:31:57.097	1087.316	23.700	OK	12-07-2024	09:31:57.097	1087.316	1022	OK
12-07-2024	09:31:59.095	1089.314	84.675	24.259	60	0	OK	12-07-2024	09:31:59.095	1089.314	23.700	OK	12-07-2024	09:31:59.095	1089.314	1023	OK
