Date & time of file creation	5/2/2016 5:49 PM													
Data file path	C:\Users\lab\Documents\glass squid 8&9 5-2-16.txt													
														
														
CALIBRATION DATA														
Parameter/Channel	N moving average	LO phase [r.U.]	HI phase [r.U.]	LO oxygen [%air saturation]	HI oxygen [%air saturation]	LO temperature [°C]	HI temperature [°C]	Salinity [‰]						
SDWD0003000119      , CH 1	1	61.42	27.00	0.00	100.00	4.84	4.83	0.000						
SDWD0003000119      , CH 2	1	61.42	27.00	0.00	100.00	15.00	15.00	0.000						
SDWD0003000119      , CH 3	2	61.42	27.00	0.00	100.00	4.87	4.82	34.000						
SDWD0003000119      , CH 4	1	61.42	26.70	0.00	100.00	4.80	4.79	34.000						
														
														
Date &Time [DD-MM-YYYY HH:MM:SS]	Time stamp code	Barometric pressure [hPa]	SDWD0003000119      , CH 1 phase [r.U.]	SDWD0003000119      , CH 1 temp [°C]	SDWD0003000119      , CH 1 O2 [% air saturation]	SDWD0003000119      , CH 2 phase [r.U.]	SDWD0003000119      , CH 2 temp [°C]	SDWD0003000119      , CH 2 O2 [% air saturation]	SDWD0003000119      , CH 3 phase [r.U.]	SDWD0003000119      , CH 3 temp [°C]	SDWD0003000119      , CH 3 O2 [% air saturation]	SDWD0003000119      , CH 4 phase [r.U.]	SDWD0003000119      , CH 4 temp [°C]	SDWD0003000119      , CH 4 O2 [% air saturation]
5/2/2016 6:07:17 PM	3545071637	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	28.73	7.06	82.2	29.30	7.06	75.9
5/2/2016 6:07:18 PM	3545071638	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.72	7.07	82.3	29.24	7.07	76.3
5/2/2016 6:07:19 PM	3545071639	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.72	7.07	82.3	29.27	7.07	76.1
5/2/2016 6:07:20 PM	3545071640	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.70	7.07	82.4	29.32	7.07	75.7
5/2/2016 6:07:21 PM	3545071641	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.70	7.07	82.4	29.24	7.07	76.3
5/2/2016 6:07:22 PM	3545071642	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.68	7.07	82.6	29.25	7.07	76.2
5/2/2016 6:07:23 PM	3545071643	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.66	7.07	82.7	29.25	7.07	76.2
5/2/2016 6:07:24 PM	3545071644	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	28.72	7.06	82.3	29.43	7.06	75.0
5/2/2016 6:07:25 PM	3545071645	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	28.74	7.06	82.1	29.18	7.06	76.7
5/2/2016 6:07:26 PM	3545071646	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	28.74	7.06	82.1	29.38	7.06	75.3
5/2/2016 6:07:27 PM	3545071647	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	28.73	7.06	82.2	29.35	7.06	75.5
5/2/2016 6:07:28 PM	3545071648	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	28.70	7.06	82.4	29.41	7.06	75.1
5/2/2016 6:07:29 PM	3545071649	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	28.75	7.06	82.0	29.32	7.06	75.7
5/2/2016 6:07:30 PM	3545071650	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	28.75	7.06	82.0	29.27	7.06	76.1
5/2/2016 6:07:31 PM	3545071651	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	28.72	7.06	82.3	29.24	7.06	76.3
5/2/2016 6:07:32 PM	3545071652	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	28.73	7.05	82.2	29.26	7.05	76.2
5/2/2016 6:07:33 PM	3545071653	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	28.68	7.05	82.6	29.31	7.05	75.8
5/2/2016 6:07:34 PM	3545071654	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	28.67	7.05	82.7	29.24	7.05	76.3
5/2/2016 6:07:35 PM	3545071655	1013.00	NaN	7.05	NaN	NaN	7.05	NaN	28.74	7.05	82.1	29.29	7.05	75.9
5/2/2016 6:07:36 PM	3545071656	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	28.73	7.06	82.2	29.26	7.06	76.1
5/2/2016 6:07:37 PM	3545071657	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	28.68	7.06	82.6	29.38	7.06	75.3
5/2/2016 6:07:38 PM	3545071658	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.70	7.07	82.4	29.28	7.07	76.0
5/2/2016 6:07:39 PM	3545071659	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.70	7.07	82.4	29.36	7.07	75.4
5/2/2016 6:07:40 PM	3545071660	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.68	7.08	82.5	29.29	7.08	75.9
5/2/2016 6:07:41 PM	3545071661	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.67	7.08	82.6	29.19	7.08	76.6
5/2/2016 6:07:42 PM	3545071662	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.69	7.08	82.5	29.32	7.08	75.7
5/2/2016 6:07:43 PM	3545071663	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.68	7.08	82.5	29.30	7.08	75.8
5/2/2016 6:07:44 PM	3545071664	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.62	7.08	83.0	29.28	7.08	76.0
5/2/2016 6:07:45 PM	3545071665	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.66	7.08	82.7	29.30	7.08	75.8
5/2/2016 6:07:46 PM	3545071666	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.67	7.07	82.6	29.27	7.07	76.1
5/2/2016 6:07:47 PM	3545071667	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.62	7.07	83.1	29.31	7.07	75.8
5/2/2016 6:07:48 PM	3545071668	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.69	7.07	82.5	29.20	7.07	76.5
5/2/2016 6:07:49 PM	3545071669	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.72	7.07	82.3	29.30	7.07	75.9
5/2/2016 6:07:50 PM	3545071670	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.73	7.08	82.2	29.31	7.08	75.8
5/2/2016 6:07:51 PM	3545071671	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.74	7.08	82.1	29.30	7.08	75.8
5/2/2016 6:07:52 PM	3545071672	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.69	7.08	82.5	29.35	7.08	75.5
5/2/2016 6:07:53 PM	3545071673	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.63	7.09	82.9	29.24	7.09	76.2
5/2/2016 6:07:54 PM	3545071674	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.62	7.08	83.0	29.20	7.08	76.5
5/2/2016 6:07:55 PM	3545071675	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.69	7.08	82.5	29.20	7.08	76.5
5/2/2016 6:07:56 PM	3545071676	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.66	7.08	82.7	29.20	7.08	76.5
5/2/2016 6:07:57 PM	3545071677	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.66	7.08	82.7	29.30	7.08	75.8
5/2/2016 6:07:58 PM	3545071678	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.66	7.08	82.7	29.37	7.08	75.4
5/2/2016 6:07:59 PM	3545071679	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.65	7.08	82.8	29.37	7.08	75.4
5/2/2016 6:08:00 PM	3545071680	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.68	7.08	82.5	29.30	7.08	75.8
5/2/2016 6:08:01 PM	3545071681	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.67	7.08	82.6	29.35	7.08	75.5
5/2/2016 6:08:02 PM	3545071682	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.66	7.07	82.7	29.27	7.07	76.1
5/2/2016 6:08:03 PM	3545071683	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.72	7.07	82.3	29.32	7.07	75.7
5/2/2016 6:08:04 PM	3545071684	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.70	7.07	82.4	29.33	7.07	75.7
5/2/2016 6:08:05 PM	3545071685	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.71	7.07	82.3	29.26	7.07	76.1
5/2/2016 6:08:06 PM	3545071686	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.74	7.07	82.1	29.25	7.07	76.2
5/2/2016 6:08:07 PM	3545071687	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.73	7.07	82.1	29.30	7.07	75.9
5/2/2016 6:08:08 PM	3545071688	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.71	7.07	82.3	29.32	7.07	75.7
5/2/2016 6:08:09 PM	3545071689	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.70	7.07	82.4	29.39	7.07	75.2
5/2/2016 6:08:10 PM	3545071690	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.73	7.07	82.2	29.36	7.07	75.4
5/2/2016 6:08:11 PM	3545071691	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.70	7.07	82.4	29.22	7.07	76.4
5/2/2016 6:08:12 PM	3545071692	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.74	7.07	82.1	29.25	7.07	76.2
5/2/2016 6:08:13 PM	3545071693	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.74	7.07	82.1	29.35	7.07	75.5
5/2/2016 6:08:14 PM	3545071694	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.68	7.07	82.6	29.32	7.07	75.7
5/2/2016 6:08:15 PM	3545071695	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.69	7.07	82.5	29.20	7.07	76.5
5/2/2016 6:08:16 PM	3545071696	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.71	7.07	82.3	29.40	7.07	75.2
5/2/2016 6:08:17 PM	3545071697	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.70	7.07	82.4	29.25	7.07	76.2
5/2/2016 6:08:18 PM	3545071698	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.65	7.07	82.8	29.30	7.07	75.9
5/2/2016 6:08:19 PM	3545071699	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.66	7.08	82.7	29.25	7.08	76.2
5/2/2016 6:08:20 PM	3545071700	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.68	7.08	82.5	29.37	7.08	75.4
5/2/2016 6:08:21 PM	3545071701	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.70	7.08	82.4	29.36	7.08	75.4
5/2/2016 6:08:22 PM	3545071702	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.76	7.08	81.9	29.30	7.08	75.8
5/2/2016 6:08:23 PM	3545071703	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.72	7.08	82.3	29.35	7.08	75.5
5/2/2016 6:08:24 PM	3545071704	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.70	7.08	82.4	29.36	7.08	75.4
5/2/2016 6:08:25 PM	3545071705	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.76	7.08	81.9	29.27	7.08	76.1
5/2/2016 6:08:26 PM	3545071706	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.77	7.08	81.9	29.26	7.08	76.1
5/2/2016 6:08:27 PM	3545071707	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.69	7.08	82.5	29.35	7.08	75.5
5/2/2016 6:08:28 PM	3545071708	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.66	7.08	82.7	29.24	7.08	76.3
5/2/2016 6:08:29 PM	3545071709	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.71	7.08	82.3	29.33	7.08	75.6
5/2/2016 6:08:30 PM	3545071710	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.71	7.08	82.3	29.36	7.08	75.4
5/2/2016 6:08:31 PM	3545071711	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.69	7.08	82.5	29.32	7.08	75.7
5/2/2016 6:08:32 PM	3545071712	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.72	7.08	82.2	29.35	7.08	75.5
5/2/2016 6:08:33 PM	3545071713	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.70	7.08	82.4	29.33	7.08	75.6
5/2/2016 6:08:34 PM	3545071714	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.69	7.08	82.5	29.24	7.08	76.3
5/2/2016 6:08:35 PM	3545071715	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.71	7.08	82.3	29.30	7.08	75.8
5/2/2016 6:08:36 PM	3545071716	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.67	7.08	82.6	29.33	7.08	75.6
5/2/2016 6:08:37 PM	3545071717	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.70	7.08	82.4	29.43	7.08	75.0
5/2/2016 6:08:38 PM	3545071718	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.67	7.08	82.6	29.29	7.08	75.9
5/2/2016 6:08:39 PM	3545071719	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.63	7.07	82.9	29.32	7.07	75.7
5/2/2016 6:08:40 PM	3545071720	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.62	7.07	83.0	29.35	7.07	75.5
5/2/2016 6:08:41 PM	3545071721	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.62	7.07	83.0	29.29	7.07	75.9
5/2/2016 6:08:42 PM	3545071722	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.68	7.07	82.6	29.38	7.07	75.3
5/2/2016 6:08:43 PM	3545071723	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.65	7.07	82.8	29.35	7.07	75.5
5/2/2016 6:08:44 PM	3545071724	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.61	7.07	83.1	29.29	7.07	75.9
5/2/2016 6:08:45 PM	3545071725	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.66	7.07	82.7	29.25	7.07	76.2
5/2/2016 6:08:46 PM	3545071726	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.68	7.07	82.6	29.21	7.07	76.5
5/2/2016 6:08:47 PM	3545071727	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.62	7.07	83.0	29.40	7.07	75.2
5/2/2016 6:08:48 PM	3545071728	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.62	7.07	83.0	29.29	7.07	75.9
5/2/2016 6:08:49 PM	3545071729	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	28.64	7.06	82.8	29.40	7.06	75.2
5/2/2016 6:08:50 PM	3545071730	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.62	7.07	83.0	29.32	7.07	75.7
5/2/2016 6:08:51 PM	3545071731	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.65	7.07	82.8	29.40	7.07	75.2
5/2/2016 6:08:52 PM	3545071732	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.65	7.07	82.8	29.34	7.07	75.6
5/2/2016 6:08:53 PM	3545071733	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.66	7.07	82.7	29.26	7.07	76.1
5/2/2016 6:08:54 PM	3545071734	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.64	7.07	82.8	29.39	7.07	75.2
5/2/2016 6:08:55 PM	3545071735	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.62	7.07	83.1	29.36	7.07	75.4
5/2/2016 6:08:56 PM	3545071736	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.70	7.07	82.4	29.40	7.07	75.2
5/2/2016 6:08:57 PM	3545071737	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.72	7.08	82.2	29.25	7.08	76.2
5/2/2016 6:08:58 PM	3545071738	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.68	7.08	82.5	29.43	7.08	75.0
5/2/2016 6:08:59 PM	3545071739	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.66	7.08	82.7	29.28	7.08	76.0
5/2/2016 6:09:00 PM	3545071740	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.69	7.08	82.5	29.34	7.08	75.6
5/2/2016 6:09:01 PM	3545071741	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.68	7.07	82.6	29.22	7.07	76.4
5/2/2016 6:09:02 PM	3545071742	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.62	7.07	83.0	29.35	7.07	75.5
5/2/2016 6:09:03 PM	3545071743	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.63	7.07	82.9	29.32	7.07	75.7
5/2/2016 6:09:04 PM	3545071744	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.69	7.07	82.5	29.20	7.07	76.5
5/2/2016 6:09:05 PM	3545071745	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.73	7.07	82.2	29.30	7.07	75.9
5/2/2016 6:09:06 PM	3545071746	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.68	7.08	82.5	29.29	7.08	75.9
5/2/2016 6:09:07 PM	3545071747	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.62	7.08	83.0	29.41	7.08	75.1
5/2/2016 6:09:08 PM	3545071748	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.71	7.08	82.3	29.37	7.08	75.4
5/2/2016 6:09:09 PM	3545071749	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.76	7.08	82.0	29.36	7.08	75.4
5/2/2016 6:09:10 PM	3545071750	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.70	7.08	82.4	29.36	7.08	75.4
5/2/2016 6:09:11 PM	3545071751	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.71	7.09	82.3	29.23	7.09	76.3
5/2/2016 6:09:12 PM	3545071752	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.71	7.09	82.3	29.39	7.09	75.2
5/2/2016 6:09:13 PM	3545071753	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.70	7.09	82.3	29.30	7.09	75.8
5/2/2016 6:09:14 PM	3545071754	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.73	7.09	82.2	29.53	7.09	74.3
5/2/2016 6:09:15 PM	3545071755	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.73	7.09	82.2	29.34	7.09	75.6
5/2/2016 6:09:16 PM	3545071756	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.69	7.09	82.5	29.31	7.09	75.8
5/2/2016 6:09:17 PM	3545071757	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.68	7.09	82.6	29.30	7.09	75.8
5/2/2016 6:09:18 PM	3545071758	1013.00	NaN	7.10	NaN	NaN	7.10	NaN	28.69	7.10	82.4	29.34	7.10	75.5
5/2/2016 6:09:19 PM	3545071759	1013.00	NaN	7.10	NaN	NaN	7.10	NaN	28.70	7.10	82.3	29.28	7.10	76.0
5/2/2016 6:09:20 PM	3545071760	1013.00	NaN	7.10	NaN	NaN	7.10	NaN	28.69	7.10	82.4	29.33	7.10	75.6
5/2/2016 6:09:21 PM	3545071761	1013.00	NaN	7.10	NaN	NaN	7.10	NaN	28.68	7.10	82.6	29.33	7.10	75.6
5/2/2016 6:09:22 PM	3545071762	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.69	7.09	82.5	29.31	7.09	75.8
5/2/2016 6:09:23 PM	3545071763	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.64	7.09	82.8	29.34	7.09	75.6
5/2/2016 6:09:24 PM	3545071764	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.66	7.09	82.7	29.35	7.09	75.5
5/2/2016 6:09:25 PM	3545071765	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.77	7.09	81.9	29.41	7.09	75.1
5/2/2016 6:09:26 PM	3545071766	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.73	7.09	82.2	29.38	7.09	75.3
5/2/2016 6:09:27 PM	3545071767	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.67	7.08	82.6	29.46	7.08	74.8
5/2/2016 6:09:28 PM	3545071768	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.70	7.09	82.3	29.35	7.09	75.5
5/2/2016 6:09:29 PM	3545071769	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.71	7.08	82.3	29.24	7.08	76.3
5/2/2016 6:09:30 PM	3545071770	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.70	7.08	82.4	29.32	7.08	75.7
5/2/2016 6:09:31 PM	3545071771	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.74	7.08	82.1	29.38	7.08	75.3
5/2/2016 6:09:32 PM	3545071772	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.72	7.09	82.2	29.41	7.09	75.1
5/2/2016 6:09:33 PM	3545071773	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.68	7.09	82.5	29.37	7.09	75.4
5/2/2016 6:09:34 PM	3545071774	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.70	7.09	82.4	29.40	7.09	75.2
5/2/2016 6:09:35 PM	3545071775	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.73	7.09	82.1	29.34	7.09	75.6
5/2/2016 6:09:36 PM	3545071776	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.78	7.09	81.8	29.42	7.09	75.0
5/2/2016 6:09:37 PM	3545071777	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.74	7.09	82.1	29.31	7.09	75.8
5/2/2016 6:09:38 PM	3545071778	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.70	7.08	82.4	29.40	7.08	75.2
5/2/2016 6:09:39 PM	3545071779	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.71	7.09	82.3	29.29	7.09	75.9
5/2/2016 6:09:40 PM	3545071780	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.70	7.09	82.4	29.32	7.09	75.7
5/2/2016 6:09:41 PM	3545071781	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.72	7.09	82.2	29.43	7.09	74.9
5/2/2016 6:09:42 PM	3545071782	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.73	7.09	82.1	29.39	7.09	75.2
5/2/2016 6:09:43 PM	3545071783	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.71	7.09	82.3	29.30	7.09	75.8
5/2/2016 6:09:44 PM	3545071784	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.69	7.09	82.5	29.36	7.09	75.4
5/2/2016 6:09:45 PM	3545071785	1013.00	NaN	7.10	NaN	NaN	7.10	NaN	28.70	7.10	82.4	29.29	7.10	75.9
5/2/2016 6:09:46 PM	3545071786	1013.00	NaN	7.10	NaN	NaN	7.10	NaN	28.73	7.10	82.2	29.32	7.10	75.7
5/2/2016 6:09:47 PM	3545071787	1013.00	NaN	7.10	NaN	NaN	7.10	NaN	28.70	7.10	82.3	29.28	7.10	76.0
5/2/2016 6:09:48 PM	3545071788	1013.00	NaN	7.10	NaN	NaN	7.10	NaN	28.70	7.10	82.4	29.33	7.10	75.6
5/2/2016 6:09:49 PM	3545071789	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.66	7.09	82.6	29.42	7.09	75.0
5/2/2016 6:09:50 PM	3545071790	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.71	7.09	82.3	29.37	7.09	75.4
5/2/2016 6:09:51 PM	3545071791	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.76	7.09	81.9	29.40	7.09	75.2
5/2/2016 6:09:52 PM	3545071792	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.71	7.09	82.3	29.34	7.09	75.6
5/2/2016 6:09:53 PM	3545071793	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.74	7.09	82.1	29.34	7.09	75.6
5/2/2016 6:09:54 PM	3545071794	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.82	7.09	81.5	29.36	7.09	75.4
5/2/2016 6:09:55 PM	3545071795	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.85	7.09	81.3	29.31	7.09	75.8
5/2/2016 6:09:56 PM	3545071796	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.78	7.09	81.8	29.41	7.09	75.1
5/2/2016 6:09:57 PM	3545071797	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.73	7.09	82.1	29.38	7.09	75.3
5/2/2016 6:09:58 PM	3545071798	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.72	7.09	82.2	29.34	7.09	75.6
5/2/2016 6:09:59 PM	3545071799	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.79	7.09	81.7	29.24	7.09	76.2
5/2/2016 6:10:00 PM	3545071800	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.81	7.09	81.5	29.35	7.09	75.5
5/2/2016 6:10:01 PM	3545071801	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.71	7.09	82.3	29.34	7.09	75.6
5/2/2016 6:10:02 PM	3545071802	1013.00	NaN	7.10	NaN	NaN	7.10	NaN	28.69	7.10	82.4	29.43	7.10	74.9
5/2/2016 6:10:03 PM	3545071803	1013.00	NaN	7.10	NaN	NaN	7.10	NaN	28.73	7.10	82.1	29.45	7.10	74.8
5/2/2016 6:10:04 PM	3545071804	1013.00	NaN	7.10	NaN	NaN	7.10	NaN	28.75	7.10	82.0	29.40	7.10	75.1
5/2/2016 6:10:05 PM	3545071805	1013.00	NaN	7.10	NaN	NaN	7.10	NaN	28.73	7.10	82.1	29.35	7.10	75.5
5/2/2016 6:10:06 PM	3545071806	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.76	7.09	82.0	29.28	7.09	76.0
5/2/2016 6:10:07 PM	3545071807	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.75	7.09	82.0	29.31	7.09	75.8
5/2/2016 6:10:08 PM	3545071808	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.74	7.09	82.1	29.42	7.09	75.0
5/2/2016 6:10:09 PM	3545071809	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.75	7.09	82.0	29.36	7.09	75.4
5/2/2016 6:10:10 PM	3545071810	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.74	7.09	82.1	29.35	7.09	75.5
5/2/2016 6:10:11 PM	3545071811	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.76	7.08	82.0	29.38	7.08	75.3
5/2/2016 6:10:12 PM	3545071812	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.72	7.08	82.2	29.38	7.08	75.3
5/2/2016 6:10:13 PM	3545071813	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.71	7.08	82.3	29.25	7.08	76.2
5/2/2016 6:10:14 PM	3545071814	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.72	7.08	82.2	29.37	7.08	75.4
5/2/2016 6:10:15 PM	3545071815	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.74	7.08	82.1	29.34	7.08	75.6
