Date & time of file creation	5/2/2016 5:49 PM													
Data file path	C:\Users\lab\Documents\glass squid 8&9 5-2-16.txt													
														
														
CALIBRATION DATA														
Parameter/Channel	N moving average	LO phase [r.U.]	HI phase [r.U.]	LO oxygen [%air saturation]	HI oxygen [%air saturation]	LO temperature [°C]	HI temperature [°C]	Salinity [‰]						
SDWD0003000119      , CH 1	1	61.42	27.00	0.00	100.00	4.84	4.83	0.000						
SDWD0003000119      , CH 2	1	61.42	27.00	0.00	100.00	15.00	15.00	0.000						
SDWD0003000119      , CH 3	2	61.42	27.00	0.00	100.00	4.87	4.82	34.000						
SDWD0003000119      , CH 4	1	61.42	26.70	0.00	100.00	4.80	4.79	34.000						
														
														
Date &Time [DD-MM-YYYY HH:MM:SS]	Time stamp code	Barometric pressure [hPa]	SDWD0003000119      , CH 1 phase [r.U.]	SDWD0003000119      , CH 1 temp [°C]	SDWD0003000119      , CH 1 O2 [% air saturation]	SDWD0003000119      , CH 2 phase [r.U.]	SDWD0003000119      , CH 2 temp [°C]	SDWD0003000119      , CH 2 O2 [% air saturation]	SDWD0003000119      , CH 3 phase [r.U.]	SDWD0003000119      , CH 3 temp [°C]	SDWD0003000119      , CH 3 O2 [% air saturation]	SDWD0003000119      , CH 4 phase [r.U.]	SDWD0003000119      , CH 4 temp [°C]	SDWD0003000119      , CH 4 O2 [% air saturation]
5/2/2016 6:10:16 PM	3545071816	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.77	7.08	81.9	29.34	7.08	75.6
5/2/2016 6:10:17 PM	3545071817	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.79	7.08	81.7	29.31	7.08	75.8
5/2/2016 6:10:18 PM	3545071818	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.78	7.08	81.8	29.28	7.08	76.0
5/2/2016 6:10:19 PM	3545071819	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.73	7.08	82.2	29.41	7.08	75.1
5/2/2016 6:10:20 PM	3545071820	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.74	7.09	82.1	29.31	7.09	75.8
5/2/2016 6:10:21 PM	3545071821	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.76	7.09	82.0	29.36	7.09	75.4
5/2/2016 6:10:22 PM	3545071822	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.75	7.08	82.0	29.42	7.08	75.0
5/2/2016 6:10:23 PM	3545071823	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.75	7.09	82.0	29.40	7.09	75.2
5/2/2016 6:10:24 PM	3545071824	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.80	7.09	81.7	29.29	7.09	75.9
5/2/2016 6:10:25 PM	3545071825	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.77	7.08	81.9	29.42	7.08	75.0
5/2/2016 6:10:26 PM	3545071826	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.75	7.08	82.0	29.36	7.08	75.4
5/2/2016 6:10:27 PM	3545071827	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.80	7.08	81.7	29.45	7.08	74.8
5/2/2016 6:10:28 PM	3545071828	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.80	7.08	81.7	29.35	7.08	75.5
5/2/2016 6:10:29 PM	3545071829	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.77	7.08	81.9	29.28	7.08	76.0
5/2/2016 6:10:30 PM	3545071830	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.71	7.08	82.3	29.31	7.08	75.8
5/2/2016 6:10:31 PM	3545071831	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.64	7.08	82.8	29.39	7.08	75.2
5/2/2016 6:10:32 PM	3545071832	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.64	7.07	82.9	29.35	7.07	75.5
5/2/2016 6:10:33 PM	3545071833	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.67	7.07	82.6	29.28	7.07	76.0
5/2/2016 6:10:34 PM	3545071834	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.75	7.07	82.0	29.44	7.07	74.9
5/2/2016 6:10:35 PM	3545071835	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.77	7.07	81.8	29.35	7.07	75.5
5/2/2016 6:10:36 PM	3545071836	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.77	7.07	81.9	29.41	7.07	75.1
5/2/2016 6:10:37 PM	3545071837	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.75	7.07	82.0	29.47	7.07	74.7
5/2/2016 6:10:38 PM	3545071838	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.73	7.08	82.2	29.44	7.08	74.9
5/2/2016 6:10:39 PM	3545071839	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.72	7.08	82.2	29.36	7.08	75.4
5/2/2016 6:10:40 PM	3545071840	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.68	7.08	82.5	29.39	7.08	75.2
5/2/2016 6:10:41 PM	3545071841	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.74	7.08	82.1	29.39	7.08	75.2
5/2/2016 6:10:42 PM	3545071842	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.80	7.08	81.6	29.39	7.08	75.2
5/2/2016 6:10:43 PM	3545071843	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.75	7.08	82.0	29.39	7.08	75.2
5/2/2016 6:10:44 PM	3545071844	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.74	7.08	82.1	29.27	7.08	76.1
5/2/2016 6:10:45 PM	3545071845	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.75	7.08	82.0	29.40	7.08	75.2
5/2/2016 6:10:46 PM	3545071846	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.73	7.07	82.1	29.27	7.07	76.1
5/2/2016 6:10:47 PM	3545071847	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.77	7.07	81.8	29.21	7.07	76.5
5/2/2016 6:10:48 PM	3545071848	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.82	7.07	81.5	29.38	7.07	75.3
5/2/2016 6:10:49 PM	3545071849	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	28.81	7.06	81.6	29.36	7.06	75.5
5/2/2016 6:10:50 PM	3545071850	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	28.74	7.06	82.1	29.49	7.06	74.6
5/2/2016 6:10:51 PM	3545071851	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	28.75	7.06	82.0	29.44	7.06	74.9
5/2/2016 6:10:52 PM	3545071852	1013.00	NaN	7.06	NaN	NaN	7.06	NaN	28.77	7.06	81.9	29.42	7.06	75.1
5/2/2016 6:10:53 PM	3545071853	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.79	7.07	81.8	29.49	7.07	74.6
5/2/2016 6:10:54 PM	3545071854	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.80	7.07	81.7	29.43	7.07	75.0
5/2/2016 6:10:55 PM	3545071855	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.74	7.07	82.1	29.43	7.07	75.0
5/2/2016 6:10:56 PM	3545071856	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.73	7.07	82.2	29.40	7.07	75.2
5/2/2016 6:10:57 PM	3545071857	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.73	7.07	82.2	29.42	7.07	75.0
5/2/2016 6:10:58 PM	3545071858	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.75	7.07	82.0	29.41	7.07	75.1
5/2/2016 6:10:59 PM	3545071859	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.79	7.07	81.8	29.36	7.07	75.4
5/2/2016 6:11:00 PM	3545071860	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.78	7.07	81.8	29.37	7.07	75.4
5/2/2016 6:11:01 PM	3545071861	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.83	7.07	81.5	29.33	7.07	75.7
5/2/2016 6:11:02 PM	3545071862	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.81	7.08	81.6	29.39	7.08	75.2
5/2/2016 6:11:03 PM	3545071863	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.80	7.08	81.7	29.36	7.08	75.4
5/2/2016 6:11:04 PM	3545071864	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.78	7.08	81.8	29.42	7.08	75.0
5/2/2016 6:11:05 PM	3545071865	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.80	7.09	81.7	29.35	7.09	75.5
5/2/2016 6:11:06 PM	3545071866	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.79	7.09	81.7	29.39	7.09	75.2
5/2/2016 6:11:07 PM	3545071867	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.77	7.08	81.8	29.31	7.08	75.8
5/2/2016 6:11:08 PM	3545071868	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.80	7.08	81.7	29.40	7.08	75.2
5/2/2016 6:11:09 PM	3545071869	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.77	7.08	81.9	29.42	7.08	75.0
5/2/2016 6:11:10 PM	3545071870	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.77	7.08	81.9	29.32	7.08	75.7
5/2/2016 6:11:11 PM	3545071871	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.79	7.08	81.8	29.35	7.08	75.5
5/2/2016 6:11:12 PM	3545071872	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.74	7.08	82.1	29.37	7.08	75.4
5/2/2016 6:11:13 PM	3545071873	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.71	7.08	82.3	29.36	7.08	75.4
5/2/2016 6:11:14 PM	3545071874	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.75	7.07	82.0	29.40	7.07	75.2
5/2/2016 6:11:15 PM	3545071875	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.78	7.07	81.8	29.39	7.07	75.2
5/2/2016 6:11:16 PM	3545071876	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.82	7.07	81.5	29.39	7.07	75.2
5/2/2016 6:11:17 PM	3545071877	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.77	7.07	81.9	29.33	7.07	75.7
5/2/2016 6:11:18 PM	3545071878	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.77	7.07	81.9	29.43	7.07	75.0
5/2/2016 6:11:19 PM	3545071879	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.74	7.07	82.1	29.48	7.07	74.6
5/2/2016 6:11:20 PM	3545071880	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.74	7.07	82.1	29.37	7.07	75.4
5/2/2016 6:11:21 PM	3545071881	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.81	7.07	81.6	29.53	7.07	74.3
5/2/2016 6:11:22 PM	3545071882	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.82	7.07	81.6	29.29	7.07	75.9
5/2/2016 6:11:23 PM	3545071883	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.83	7.08	81.5	29.40	7.08	75.2
5/2/2016 6:11:24 PM	3545071884	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.79	7.08	81.7	29.39	7.08	75.2
5/2/2016 6:11:25 PM	3545071885	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.77	7.08	81.9	29.46	7.08	74.8
5/2/2016 6:11:26 PM	3545071886	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.76	7.08	81.9	29.43	7.08	75.0
5/2/2016 6:11:27 PM	3545071887	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.77	7.08	81.9	29.37	7.08	75.4
5/2/2016 6:11:28 PM	3545071888	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.80	7.08	81.6	29.37	7.08	75.4
5/2/2016 6:11:29 PM	3545071889	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.84	7.08	81.3	29.40	7.08	75.2
5/2/2016 6:11:30 PM	3545071890	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.80	7.08	81.6	29.30	7.08	75.8
5/2/2016 6:11:31 PM	3545071891	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.72	7.08	82.3	29.43	7.08	75.0
5/2/2016 6:11:32 PM	3545071892	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.70	7.08	82.4	29.38	7.08	75.3
5/2/2016 6:11:33 PM	3545071893	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.77	7.08	81.8	29.42	7.08	75.0
5/2/2016 6:11:34 PM	3545071894	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.80	7.09	81.6	29.43	7.09	74.9
5/2/2016 6:11:35 PM	3545071895	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.80	7.09	81.7	29.48	7.09	74.6
5/2/2016 6:11:36 PM	3545071896	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.80	7.09	81.6	29.38	7.09	75.3
5/2/2016 6:11:37 PM	3545071897	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.84	7.09	81.3	29.39	7.09	75.2
5/2/2016 6:11:38 PM	3545071898	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.89	7.09	81.0	29.33	7.09	75.6
5/2/2016 6:11:39 PM	3545071899	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.81	7.09	81.5	29.52	7.09	74.3
5/2/2016 6:11:40 PM	3545071900	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.78	7.09	81.8	29.34	7.09	75.6
5/2/2016 6:11:41 PM	3545071901	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.83	7.09	81.4	29.41	7.09	75.1
5/2/2016 6:11:42 PM	3545071902	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.84	7.09	81.3	29.42	7.09	75.0
5/2/2016 6:11:43 PM	3545071903	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.87	7.09	81.2	29.37	7.09	75.4
5/2/2016 6:11:44 PM	3545071904	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.79	7.09	81.7	29.44	7.09	74.9
5/2/2016 6:11:45 PM	3545071905	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.77	7.09	81.8	29.39	7.09	75.2
5/2/2016 6:11:46 PM	3545071906	1013.00	NaN	7.10	NaN	NaN	7.10	NaN	28.81	7.10	81.6	29.42	7.10	75.0
5/2/2016 6:11:47 PM	3545071907	1013.00	NaN	7.10	NaN	NaN	7.10	NaN	28.77	7.10	81.9	29.44	7.10	74.9
5/2/2016 6:11:48 PM	3545071908	1013.00	NaN	7.10	NaN	NaN	7.10	NaN	28.80	7.10	81.6	29.51	7.10	74.4
5/2/2016 6:11:49 PM	3545071909	1013.00	NaN	7.10	NaN	NaN	7.10	NaN	28.80	7.10	81.6	29.40	7.10	75.1
5/2/2016 6:11:50 PM	3545071910	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.81	7.09	81.6	29.51	7.09	74.4
5/2/2016 6:11:51 PM	3545071911	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.79	7.09	81.7	29.42	7.09	75.0
5/2/2016 6:11:52 PM	3545071912	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.80	7.09	81.6	29.38	7.09	75.3
5/2/2016 6:11:53 PM	3545071913	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.87	7.09	81.1	29.36	7.09	75.4
5/2/2016 6:11:54 PM	3545071914	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.88	7.09	81.0	29.43	7.09	74.9
5/2/2016 6:11:55 PM	3545071915	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.85	7.09	81.2	29.36	7.09	75.4
5/2/2016 6:11:56 PM	3545071916	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.84	7.09	81.4	29.44	7.09	74.9
5/2/2016 6:11:57 PM	3545071917	1013.00	NaN	7.09	NaN	NaN	7.09	NaN	28.82	7.09	81.5	29.35	7.09	75.5
5/2/2016 6:11:58 PM	3545071918	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.81	7.08	81.5	29.41	7.08	75.1
5/2/2016 6:11:59 PM	3545071919	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.80	7.08	81.7	29.37	7.08	75.4
5/2/2016 6:12:00 PM	3545071920	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.77	7.08	81.9	29.39	7.08	75.2
5/2/2016 6:12:01 PM	3545071921	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.82	7.08	81.5	29.32	7.08	75.7
5/2/2016 6:12:02 PM	3545071922	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.84	7.08	81.3	29.38	7.08	75.3
5/2/2016 6:12:03 PM	3545071923	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.82	7.08	81.5	29.36	7.08	75.4
5/2/2016 6:12:04 PM	3545071924	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.81	7.08	81.6	29.38	7.08	75.3
5/2/2016 6:12:05 PM	3545071925	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.81	7.08	81.5	29.39	7.08	75.2
5/2/2016 6:12:06 PM	3545071926	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.78	7.08	81.8	29.44	7.08	74.9
5/2/2016 6:12:07 PM	3545071927	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.80	7.07	81.7	29.29	7.07	75.9
5/2/2016 6:12:08 PM	3545071928	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.87	7.07	81.1	29.37	7.07	75.4
5/2/2016 6:12:09 PM	3545071929	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.84	7.07	81.4	29.45	7.07	74.8
5/2/2016 6:12:10 PM	3545071930	1013.00	NaN	7.07	NaN	NaN	7.07	NaN	28.82	7.07	81.5	29.36	7.07	75.4
5/2/2016 6:12:11 PM	3545071931	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.86	7.08	81.2	29.49	7.08	74.6
5/2/2016 6:12:12 PM	3545071932	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.84	7.08	81.4	29.43	7.08	75.0
5/2/2016 6:12:13 PM	3545071933	1013.00	NaN	7.08	NaN	NaN	7.08	NaN	28.80	7.08	81.6	29.36	7.08	75.4
